Title,Content,Number of Comments,Number of Likes,Number of Scraps,Comments
"['컴', '그', '개', '그림자']","['나', '는', '오늘', '빛', '을', '창조', '했다나는', '신', '이다', '100', '+', 'hours', ',', '전혀', '아깝지', '않다나는', '신', '이다', '태양', '만세']",31,116,5,"['개추', ',', 'ㅅㅂ', '어케함', '난', '안되던데', ',', '게시', '물', '공감', '100', '개', '박히면', '바로', '트위치', '로', '해설', '강의', '라이브', '켬', ',', '치팅', '방송', 'ㅋㅋㅋㅋㅋㅋ', ',', '진짜', '키', '나', '???,', '방금', '자게', '에', '공지', '올리', ',https://everytime.kr/393753/v/305383618', ',', '진짜', '몇', '시간', '걸렸어요', '?,', '대략', '110~130시간', '언', '저리', '요', ',', '존경', '합니다', ',', '컴', '그', '개', '들어', '보려고', '하는', '사람', '인데', '어떤', '툴', '을', '써서', '어떤', '과제', '를', '수행', '하', '라고', '주어졌나요', '?,', 'C', '++,', 'opengl', '입니다', ',', '아니', '그', '정도', '면', '나머지', '과제', '다합', '한', '시간', '이랑', '비슷한데', '?', 'ㅋㅋㅋㅋㅋ', ',', '궁금한데', '무슨', '과제', '인지', '알려주세', '욤', ',', '태양', '만세', '!,', '캬', ',', 'Take', 'on', 'me', '~,', '110시간', '썼다는거', '보', '니까', '여태', '나왔던', '과제', '수준', '난이도', '생각', '하면', '안되는거죠', '?', '그냥', '포기', '해야겠다', '...,', '뭔', '지', '모르는데', '트위치', '생방', '보고싶어서', '개추', '누름', 'ㅋㅋ', ',', '전산', '과', '아니라서', '몰라서', '그러는데', ',', '뭘', '줄인거에요', '?', '컴퓨터', '그림자', '개론', '…?', '왜', '태양', '이', '나오지', ',', 'ㅋㅋㅋㅋㅋㅋㅋㅋ', '그림자', '개론', ',', '그래프', '는', '아닐거', '아님', ',', '그', '….', '그림', '…?,', '그라가스', '…?', '그리폰', '..?', '그', '..', '그', 'ㅡ', '..', '그치만', '…?,', '그래픽', '?,', '그래프', '까진', '생각', '했으면서', 'ㅋㅋㅋ', ',', '와', '개', '대단하다', '.....', '어케했어', '요', ',', '생방', '가즈', '아', ',', '생방', '가즈', '아', ',', '게이', '야', '투', '네이션', '트윕', 'obs', '는', '준비', '됐', '제', '?,', '주워', '옴', 'ㄱㄷㄱㄷ']"
"['남자', '들', '이', '군대', '얘기', '에', '괜히', '민감한', '이유']","['나도', '주변', '에', '군대', '가는', '남자', '들', '보다', '보니', '드는', '생각', '인데', '남자', '들', '이', '군대', '라는', '문제', '를', '바라보는', '방식', '은', '여자', '들', '이', '생리', '라는', '문제', '를', '바라보는', '방식', '과', '비슷한거', '같아다', '들', '어렸을', '때', '는', '말로', '만', '들었지', '별로', '체감', '하고', '있지', '않다가나이가', '조금씩', '차고', ',', '월경', '이', '막상', '시작', '되고', ',', '앞', '으로', '한', '달', '에', '한번', '씩', '고통', '과', '정기', '적', '인', '지출', '이', '계속', '이어질', '거', '하는게', '체감', '되기', '시작', '하면', '""', '나도', '내', '가', '여자', '로', '태어나고', '싶어서', '태어난게', '아닌데', ',', '남자', '애', '들', '은', '이런', '걱정', '없이', '덥고', '습한', '날', '에도', '생리', '주기', '신경', '안', '써가면서', '편하게', '밖에', '돌아다니겠구나', '..', '왜', '여자', '라는', '이유', '만으로', '이런', '짐', '을', '갖고', '살아가야', '하는거지', '?""', '이러면서', '남자', '애', '들', '은', '잘', '못', '한게', '아무', '것', '도', '없다는걸', '알면서도', '속', '으로는', '괜히', '남자', '애', '들', '을', '원망하게', '된', '적', '이', '있을거야', '.', '남자', '애', '들', '이랑', '대화', '하다가', '생리', '얘기', '나왔을', '때', '뭣', '도', '모르고', '무식한', '소리', '를', '해대', '면', ',', ""'"", '당연히', '직접', '겪어', '본', '경험', '이', '없을', '테', '니', '모르는게', '당연한거지', ""..'"", '생각', '이', '들면서도', ""'"", '지', '들이', '대신', '생리', '해줄', '것', '도', '아니면서', '뭘', '안다고', '함부로', '말', '을', '꺼내는거지', ""?'"", '이런', '원망', '섞인', '생각', '도', '어쩔', '수', '없이', '드는', '데남', '자애', '들', '입장', '도', '이', '거', '와', '비슷할', '것', '같다는', '생각', '이', '들어', '.', '이제', '막', '입시', '지옥', '에서', '벗어나', '대학', '생활', '에', '적응했는데', '갑자기', '1년', '이', '넘는', '시간', '동안', '사회생활', ',', '공부', ',', '자기계발', ',', '자유', '모두', '빼앗기게', '될', '운명', '에서', '여자애', '들', '을', '바라보면', ',', '당연히', '여자애', '들', '은', '아무', '잘못', '이', '없다는걸', '알면서도', '괜히', '원망하는', '감정', '이', '생기는건', '공감', '이', '될', '것', '같아', '.', '이런', '상태', '에서', '정말', '잘', '모르고', '순수하게', '궁금하고', '진짜', '걱정', '되는', '마음', '에', '물어보고', '말', '을', '꺼낸다', '한', '들', ',', '스트레스', '덩어리', '인', '문제', '를', '여자', '가', '건', '들이는', '것', '자체', '가', ""'"", '지', '들이', '대신', '군대', '가줄', '것', '도', '아니면서', '뭘', '안다고', '함부로', '말', '을', '꺼내는거지', ""?'"", '이렇게', '받아들일', '만도', '할거', '같아', '.', '다', '큰', '어른', '인데', '남자', '가', '생리', '얘기', '꺼내면', '안되고', '여자', '가', '군대', '얘기', '꺼내면', '안된다는', '세상', '은', '비정상', '이지', '.', '다', '들', '여러', '정책', '이나', '공적', '인', '방향', '에', '대해', '서', '성별', '상관없이', '말', '을', '꺼낼', '수', '있다는건', '알', '아', '.', '그래도', '사춘기', '때', '월경', '문제', '를', '아빠', '가', '입', '을', '열면', '왠지', '모르게', '찝찝한', '기분', '이', '드는데', '엄마', '가', '상담', '해', '주면', '좀', '마음', '이', '편한', '것', '처럼', ',', '한창', '각자', '성별', '에', '따른', '애로', '사항', '으로', '기분', '이', '안좋을', '땐', '아무리', '좋은', '의도', '라도', '잘', '알', '지', '못', '하는', '상태', '에서', '이성', '이', '그', '문제', '에', '대해', '말', '을', '꺼낸다는', '것', '자체', '가', '듣는', '사람', '한텐', '거북하게', '들릴', '수', '있을', '것', '같아', '.', '단', '예외', '는', '전역', '이후', '엔', '군대', '썰', '잘', '들어주고', '군대', '관련', '해서', '물어봐주면', '엄청', '좋아함', 'ㅋㅋ', '이미', '다', '덜어', '낸', '짐', '이', '되어', '버린', '상태', '에서는', '얘기', '잘', '들어주고', '궁금해하면', '엄청', '좋아하더라']",15,49,2,"['삭제', '된', '댓글', '입니다', '.,', 'ㄴ', '표독', '한', '녀', ',', '멍멍', '🐶', ',', '고봉', '밥', '추', ',', '군대', '가', 'ㄹㅇ', '재밌긴', '했지', '다시는', '안', '갈거지만', 'ㅇㅇ', ',', '그냥', '힘들겠다', '이런', '식', '으로', '공감', '하고', '넘어가주는게', '제일', '좋음', '서로서로', '이건', '마찬가지', '같음', ',', '군대', '얘기', '에', '민감한것도', '맞는데', '여자', '가', '“', '야', '그래도', '요즘', '군대', '편해졌다며', '?', '폰', '도', '쓰고', '운동', '도', '많이', '하고', '공부', '도', '해서', '자격증', '도', '따서', '나오던데', '”', '이런', '말', '하는게', '남자', '가', '“', '야', '근데', '생리', '도', '사람', '마다', '아픈', '정도', '다르다며', '?', '별로', '안', '아프다고', '하는', '사람', '도', '많던데', '”', '이렇게', '말', '하는것처럼', '꼴', '받는거', '임', ',', '여잔', '데', '아래', '말', '은', '팩트', '라', '꼴', '받지는', '않음', '...', '나', '만', '그', '런가', ',', '나도', '별로', ',', '찐으로', '별로', '안', '아픈', '사람', '도', '많아서', '기분', '나쁘진', '않은데', '진짜', '사바', '사임', ',', '미러링', '하려면', '“', '야', '근데', '요즘', '생리', '한다고', '하면', '공결', '도', '주고', '휴가', '도', '준다며', '?', '진통제', '먹으면', '별로', '아프지도', '않다는데', '”', ',', '다', '들', '그거', '쓰고', '그냥', '자거나', '놀러', '가던데', ',', '이정', '도', '해야하지', '않을까', ',', '공결', '쓰고', '놀러', '간다구', '..?', '진짜', '이렇게', '악용', '하는', '사람', '들', '때문', '에', '공결', '늘리는게', '안되는거구나', ',,', '생리', '는', '일주일', '동안', '하는데', '한', '달', '에', '한번', '수업', '하나', '빼주는게', '진짜', '너무', '부족하다고', '생각', '하고', '있었음', '나', '는', ',', '군생활', '이', '쉽든', '아니든', '1년', '반에서', '2년', '이', '날아가는게', '진짜', '크지', '힘들었던건', '그래도', '끝나고', '나면', '심', '적', '인거', '지만', '날아간', '시간', '은', '계속', '영향', '을', '주', '니까', ',', '이', '세상', '에', '너', '처럼', '생각', '해주는', '사람', '들', '이', '많아졌으면', '좋겠네', '...', '지나가는', '군인', '위로', '받고', '갈게', '고마워', '!']"
"['닉변', '해봄']",['ㅎㅇ'],8,12,0,"['술', '한잔', '마셨습니다', '..,', '사실', '올리버', '쌤', '의', '강아지', '공주', '를', '말', '한', '겁니다', '.', '올리버', '쌤', '은', '공주', '님', '을', '석방', '하', '라', '!,', '소련', '여자', '다', '!,', '젤다', '스포', 'ㄷㄷ', ',', '미카', '?,', '곰', '주님', ',', '미카', '미카', '미카', '미카', '미카', '미카', '미카', '미카', ',', '7월', '말', '미카', '실장', '만을', '기다린다', '...']"
['이주원'],"['졸업', '해라']",11,21,0,"['ㅇㅋ', ',', 'ㄹㅇ', 'ㅋㅋ', ',', '졸업', '을', '두', '번하는', '사람', '이', '있다', '?', '졸업', '을', '두', '번하는', '사람', '이', '있다', '?,', '얼굴', '상위', '0.25%', 'ㄷㄷ', ',', '얼마', '전', '에', '티비', '나오셨던데', ',', '이', '게', '요즘', 'mz', '감성', '이냐', '니', '들', '끼리', '놀아라', '제발', ',', '이분', 'mz', '가', '아니', '심', ',', '엠', '제트', ',', '읍최', '미', ',', '힛갤러', '!', '힛갤러', '!', '힛갤러', '!,', '물리학', '과의', '자랑']"
"['A', '+', '카피바라']","['카피', '카피', '!']",3,23,0,"['너', '누구', '야', ',', '짝퉁', '은', '가라', ',', '바라', '추']"
"['대서양', '눈', '나']",['ㅗㅜㅑ'],8,30,0,"['카붕', '아', '그게', '무슨', '소리', '니', '콘', ',', '시험', '기간', '이긴', '한', '가보', '다', ',', '와오', ',', '개추', '를', '벅벅', ',', '대륙이동설', 'ㄷㄷ', ',', 'AI', '임', '?', 'ㅋㅋㅋㅋㅋㅋㅋㅋ', ',', 'AI', '로', '이', '걸', '뽑을', '생각', '을', '하네', 'ㅋㅋㅋ', ',', '씹', 'ㅋㅋㅋㅋㅋㅋㅋ']"
"['아', '시', '1', '발', '딸치는데']","['ㄱㅅㄲ', '가', '옆', '에', '칸', '쳐', '들어가서', '똥', '쳐', '싸네']",14,18,0,"['Asmr', 'ㄷㄷ', ',', '싸셔도', '됩니다', '~,', '뭔가', '바뀐거', '아니니', ',', '나도', '옆칸', '이', '친다는', '이야기', '인', '줄', '알았는데', 'ㅅㅂ', 'ㅋㅋㅋㅋㅋㅋ', ',', '뻔', '뻔해서', '더', '웃긴듯', ',', '사실', '반', '대', '상황', '을', '얘기', '하고싶었던게', '아닐까', ',', '똥', '치는데', '딸', '싸네', '?,', '반대', '잖아', 'ㅋㅋㅋㅋ', ',', 'ㄲ', '무', '룩', ',', '진짜', '개면', '인정', '이지', ',', '신세계', '나', '홈', '플', '화장실', '가서', '하고오라고', '임마', ',', '뭐', '여', '이', '아', '재는', ',', '딸치는', '곳', '에서', '누가', '똥', '을', '쌈', ',', 'ㄹㅇ', '선', '넘네']"
"['2023', '카', '포전', '농구', '대표팀', '선', '발전', '공지']","['안녕하십니까', ',', '학우', '여러분', '2023', '카이스트', '-', '포스텍', '학생', '대', '제전', '농구', '대표팀', '선', '발전', '을', '공지', '합니다', '.', '1', '.', '선발', '일시', '-', '2023년', '6월', '26일', '월요일', '21:00', '~', '2', '.', '선발', '장소', '-', '카이스트', '문지', '캠퍼스', '창조', '관', '3', '.', '선발', '인원', '-', '예비', '엔트리', '포함', '12~15', '명', '4', '.', '지원', '자격', '-', '카이스트', '학부', '생으로', '서', '재학', '사실', '을', '증빙', '할', '수', '있는', '학우', '(', '휴학생', '가능', ')-', '여름', '방학', '및', '가을', '학기', '개강', '후', '카', '포전', '훈련', '을', '무리', '없이', '소화', '할', '수', '있는', '학우', '-', '심신', '이', '건강한', '학우', '-', '교환학생', ',', '대학원생', '불가', '5', '.', '지원', '방법', '-', '2023년', '6월', '25일', '23:59', '까지', '아래', '의', '링크', '로', '들어가셔', '지', '원서', '를', '작성', '하시면', '됩니다', '.-', 'https://forms.gle/Cxw3KJ341zzqpoYs86', '.', '선발', '방법', '-', '포지션', '별', '기', '본기', '평가', '-', '체력', '및', '운동', '능력', '평가', '-', '5:5', '경기', '를', '통해', '작전', '수행', '능력', '및', '경기', '운영', '능력', '평가', '-', '지원', '서', '작성', '내용', '과', '위', '평가', '내용', '을', '종합', '적', '으로', '평가', '하여', '선발', '합니다', '.', '7', '.', '농구', '대표팀', '훈련', '-', '매주', '월', ',', '수', ',', '금', '21:00', '~', '23:00', '팀', '훈련', '및', '개인', '훈련', '(', '감독', '님', '과', '상의', '하여', '변동', '혹은', '추가', '될', '수', '있습니다', ')', '8', '.', '최종', '엔트리', '-', '훈련', '을', '진행', '하며', '감독', '님', '의', '판단', '에', '따라', '12', '명의', '최종', '엔트리', '를', '확정', '할', '예정', '입니다', '.', '기타', '문의', '사항', '은', '김제', '윤', '(', '010-6682', '-', '8477', '혹은', 'kimjy18@kaist.ac.kr', ')', '으로', '연락', '주시', '면', '친절히', '답변', '해', '드리겠습니다', '.', '연락', '시', '본인', '의', '신원', '을', '밝혀주시길', '바랍니다', '.', '감사합니다', '.', '카이스트', '-', '포스텍', '학생', '대', '제전', '농구', '대표팀', '주장', '김제', '윤', '드림']",7,28,5,"['K', '-', '지미', '조던', '출격', ',', '아따', '제윤', '이', '일', '잘', '한다', '잉', '?,', '믓찌', '다', '~,', 'K', '-', '요', '키치', '출격', ',', '130', 'kg', '이', '신', '가요', '?,', '보통', '여기', '나가시', '는', '분', '들', '은', '농구', '얼마나', '잘', '하시나요', '?,', '작년', '카', '포전', '영상', '찾아보세요', '!']"
"['서측', '통합', '사감실']","['왜', '있는거야', '대체', '6시', '이후', '로', '안', '계심', '급한', '용무', '있으면', '미르', '에서', '희망', '까지', '뛰어가야', '함', '?', '수업', '듣고', '뭐', '하고', '6시', '이후', '로', '기숙사', '에', '있을', '일이', '훨씬', '많은데', 'ㅋㅋ', '심지어', '미르', '는', '카드', '키로', '만', '열려서', '실수', '로', '두고', '나왔다', '?', '잠옷', '차림', '으로', '희망', '까지', '뛰어가야', '함', 'ㅋㅋ', '심지어', '스피드', '게이트', '있어서', '지나가는', '사람', '있을', '때', '까지', '기다려', '야함', '이럴', '때', '나', '위험하고', '급한길', '해결', '하', '라고', '사감', '쌤', '있는거', '아니냐', '심지어', '다솜', '나래', '관', '등', '여자', '기숙사', '는', '6시', '이후로도', '그대로', '계시', '고', '남자', '기숙사', '만', '이러네', 'ㅈ', '같은', '시스템', '임']",7,21,0,"['남혐', '이야', 'ㄹㅇ', ',', '인건비', '절약', '?,', 'ㄹㅇ', '좃', '같음', '그래서', '난', '학생증', '방문', '밖에', '걸어', '두고', '다닌다', '…,', '여자', '기숙사', '는', '왜', '그대로', '임', '..?,', '팩트', '는', '통합', '하기', '전', '에도', '북', '측', '전체', '에', '한', '군데', '도', '없기도', '했음', '.', '그냥', '사감', '들', '이', '일', '을', '안함', ',', '스피드', '게이트', '가', '막아', '준다고요', '~~,', '원래', '사감', '쌤', '이', '안', '계심', '?']"
"['여성', '들', '도', '기초', '군사훈련', '정도', '는', '받고', '싶다는', '말', '보면', '답답해', '뒤질것', '같음']","['기초', '군사훈련', '한', '달', '정도', '는', '받고', '싶다', ',', '전쟁', '나면', '내', '몸', '지킬', '방법', '은', '알아야', '하지', '않겠냐', '<<', '이', '게', '대체', '뭔', '소린', '지', '...', '훈련', '받을', '수', '있는', '신체', '면', '현역', '으로', '복무', '가', '가능한', '수준', '이라는', '건데', ',', '니', '들', '은', '뭔', '데', '훈련소', '만', '갔다가', '집', '에', '가려고', '하는', '거니', '..?', '개념', '있는', '척', '저런', '말', '꺼내는', '애', '들', '보면', '한심해', '죽겠음']",22,83,3,"['생각', '해보니까', '그렇네', 'ㅋㅋㅋㅋ', '기초', '훈련', '만', '받고', '복무', '안', '하는건', '기업', '들어가서', '직업', '교육', '만', '받은', '다음', '에', '사표', '쓰고', '딴대', '가는거', '아니냐', ',', '그리고', '육체', '적', '으로', '훈련소', '가', '가장', '힘든', '곳', '인데', '훈련소', '수료', '할', '수', '있으면', '군복무', '가능', '임', 'ㄹㅇ', ',', '가장', '힘든', '걸', '했으니까', '군복무', '를', '할', '필요', '가', '없는', '거임', ',', '엥', '..?,""', '우린', '한', '달', '만', '할테니까', '넌', '18', '개월', '해', '~', '이', '정도', '면', '고맙지', '?"",', '보룡', '인', 'ㄷㄷ', ',', '여군', '들', '만', '훈련', '받을', '훈련소', '따로', '차리면', '막사', '지', '을', '돈', '조교', '들', '교관', '들', '인력', '이랑', '군복', '피복', '류', '총', '식비', '다', '누가', '충당', '해줘', '..', '애초', '에', '군대', '가', '푼돈', '에', '한남', '들', '노동', '력', '착취', '해서', '굴러가는', '곳', '인데', '안', '그래도', '그', '마저도', '없어져서', '노동', '력', '부족해지고', '직업', '군인', '미달', '나고', '퇴역군인', '들', '연금', '은', '쌓이고', '장애', '인들', '현역', '보내고', '지랄', '났는데', '훈련', '만', '받고', '나오겠다는게', '현실', '적', '으로', '불가능함', '복무', '하면서', '행정', '업무', '라도', '해야지', ',', '난', '저', '소리', '가', '걍', '가기', '싫다는', '소리', '보다', '어이', '가', '없더라', ',', '그리고', '나라', '지키러', '가는건데', '내', '몸', '지킨다는', '발상', '부터', '존나', '웃김', 'ㅋㅋㅋ', ',', '듣고', '보니', '그러네', '군대', '가', '얼마나', 'ㅈ', '으로', '보였으면', 'ㅋㅋ', ',', '그니까', 'ㅋㅋㅋㅋ', ',', '저', '말', '하는', '남자', '애', '들', '이', '제일', '머', '가리', '텅텅', '으로', '보임', 'ㅋㅋㅋ', ',', '삭제', '된', '댓글', '입니다', '.,', '에타', '라서', '그럼', ',', '표독', '한', '녀', '극혐', ',', '존나', '맞는말만', '하네', 'ㅋㅋ', ',', '이런거', '보면', '군대', '에', '아예', '관심', '없는', '척', '하는게', '오히려', '욕', '을', '안', '먹는', '길', '인거', '같네', ',', 'ㅇㅇ', '정확히아네', ',...?', '여자', '들', '이', '군대', '에', '아예', '관심', '안', '가지는게', '차라리', '낫다', '고', '생각', '함', '?,', '정상인', '>>>>>>', '관심', '없음', '>', '비정상', '인', '생각', '을', '자랑', '하고', '다님', ',', '근데', '모르니까', '하는', '말', '아니냐', '절대', '남자', '입장', '에서', '생각', '해', '본', '적', '없을텐데', '걍', '가르쳐줘라', ',', '너', '남자', '냐', '여자', '냐', '여자', '면', '그런', '말', '하는거', '인정', '하는데', '남자', '면', '...', '흠', ',', '뭘', '모른다는거냐', '.', '모르는', '척', 'ㄴㄴ']"
"['오늘', '의', '카피바라']","['A', '+', '바라']",5,31,0,"['나', '는', '코', '부분', '보고', '원', '숭인', '줄', '..,', 'ApeX', ',', '나', '*', '균', '씨', '멈춰주세요', ',', '싫어요', ',*', '승', '*', '씨', '멈추세요']"
"['오늘', '도', '돌아온']","['각설이', '어', '제도', '또', '왔네', '이', '거', '생각', '보다', '치유', '가', '되는', '것', '같아서', '다시', '써', '보려고', '재미없는거', '뇌절', '해서', '미리', '미안하다', '오늘', '은', '구질구질한', '연애', '얘기', '는', '안', '할거야', '그리고', '더', '말', '하면', '살짝', '위험해', '서너', '네', '갑천', '에서', '자전거', '타', '본', '적', '있어', '?', '나', '과외', '가면', '서', '요즘', '버스', '말고', '자전거', '타는데', '무려', '왕복', '2천원', '을', '아낄', '수', '있어', '엄마', '가', '어제', '캐스퍼', '사', '달랬는데', '찾아보니까', '70000', '번', '정도', '만', '이렇게', '절약', '해서', '살', '면', '됨', '아무튼', '그게', '문제', '가', '아니라', '벌레', '가', '엄청', '많아나', '자전거', '타면서', '노래', '듣는게', '취미', '인데', '원래', '는', '노래', '부르면서', '탔단', '말', '야', '근데', '벌레', '가', '가끔', '씩', '내', '입', '을', '탐', '하더라고', '그래서', '요즘', '은', '입', '닫고', '그냥', '조용히', '탐', '얘', '네', '는', '눈', '깔이', '없나', '?', '너', '네', '도', '15', 'km', '/', 'h', '로', '존나', '큰', '구멍', '이', '다가오면어우', '시발', '하면서', '피', '할거아냐', '가끔', '씩', '은', '벌레', '가', '조금', '더', '똑똑했으면', '좋겠어', '그리고', '나도', '좀', '더', '똑똑했으면', '좋겠다나', '어제', '과제', '하느라', '밤', '샜는데', '오늘', '도', '밤', '을', '새는', '중이', '야', '그리고', '조교', '를', '하고', '미팅', '을', '하고', '저녁', '약속', '이', '있는데', '조교', '하', '다가', '자면', '월급', '안', '주', '니까', '미팅', '에서', '자고', '저녁', '약속', '을', '째야겠다', '방금', '생각', '을', '함', '으로써', '조금', '더', '똑똑해진', '것', '같음', '노래방', '가고', '싶어나랑', '노래방', '갈', '사람', '나', '노래', '로', '카이스트', '21', '학번', '중', '한', '손', '안', '에', '들어', '손가락', '이', '천', '개인', '사람', '이', '있다고', '치면', '말', '야', '미안', '사실', '잘', '못', '불러', '근데', '노래', '엄청', '좋아해', '중학교', '때', '친구', '들', '과', '제일', '먼저', '갔던', '곳', '이', '노래방', '이', '거든', '그', '뒤', '로', '한', '주', '에', '세', '번은', '매일', '갔던', '것', '같아', '근데', '왜', '못', '부르지', '스폰지밥', '보다', '못', '하는', '거', '하나', '추가', '...', '중학교', '때', '는', '친구', '들', '이', '그냥', '다가왔었는데', '이제', '는', '그런게', '별로', '없는', '것', '같아다가와도', '존나', '애매하게', '다가옴다', '들', '어딘가', '상처', '를', '받고', '오는', '것', '같아다', '들', '처음', '부터', '짱', '친', '이', '되면', '좋을', '것', '같은데', '카톡', '몇', '번말', '몇', '마디', '친해져도', '진짜', '친하진', '않고', '여럿', '이서', '는', '봐도', '둘이서', '는', '어색하고', '학교', '졸업', '하면', '다시는', '연락', '안', '할아니면', '내', '가', '병신', '이어서', '그런', '걸지도', '게다가', '돈', '없는', '병신', '이', '야돈', '많은', '병신', '이면', '연락', '이라도', '많이', '오겠지', '돈', '많이', '벌면', '어떤', '기분', '일까', '나', '만나이', '20', '인데', '모은', '돈', '이', '없어', '근데', '돈', '생기', '면', '할', '것', '도', '없긴', '하네', '근데', '지금', '돈', '모아서', '뭐', '해', '돈', '모아', '봤자', '천만원', '인데', '그거', '나중', '에', '두', '달', '월급', '이', '잖아', '그냥', '지금', '쓰는게', '낫', '지', '않을까', '지금', '돈', '의', '가치', '와', '나중', '돈', '의', '가치', '가', '다른', '것', '같아', '마치', '초딩', '때', '3', '마넌', '받고', '좋아했던', '것', '처럼', '근데', '지금', '도', '3', '마넌', '받으면', '좋을', '것', '같긴', '함', '어제', '는', '뭔가', '재미있게', '썼었는데', '오늘', '은', '심오한', '고찰', '이', '되어', '버렸네', '어제', '는', '진짜', '우울해서', '그랬어', '우울할수록', '돌아', '버리거든', '오늘', '은', '살짝', '기분', '이', '좋은데', '나빠', '좋은', '일', '밖에', '없었는데도', '기분', '이', '나빠서', '어떤', '기분', '을', '가져야', '할', '지', '모르겠다', '이럴', '때', '면', '작년', '가을로', '돌아가고', '싶어', '어휴', '또', '구질구질한', '연애', '얘기', '오늘', '은', '그만', '재미없으면', '말', '해줘', '그만', '쓸게', '안녕', '들어줘서', '고마웠어']",27,14,2,"['당신', '의', '필체', '가', '마음', '에', '들어요', ',', '사실', '당신', '의', '뇌', '가', '맘', '에', '드는것', '같아요', ',', '감사합니다', ',', '제', '뇌', '가지실래요', '우울', '우울한', '기분', '도', '같이', '드림', ',', '나도', '우울함', ',', '그렇구나', '너', '도', '이', '거', '해', ',', '천마', '넌', '?', '주식', '하자', '!,', '저희', '아버지', '께서', '삼성', '을', '97', '층', '쯤', '에', '들어가시고', '재', '용이', '가', '감옥', '갔습니다', '.,', '평단', '을', '꾸준히', '낮추셨어야', '...,', '어', '?', '우리', '아버지', '욕', '해요', '?,', '상남자', '시', '네', '요', '~~!~!~!', '왜', '선동', '과', '날조', '를', '하구', '그', '랭', ',', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '사실', '주식', '안', '하는', '데', '는', '다른', '이유', '도', ',', '그', '주식', '대회', '짤', '아세요', '?', '아무', '것', '도', '안', '한', '사람', '이', '1등', '인', ',', '그', '짤', '어제', '도', '봤는', '뎅', 'ㅋㅋㅋㅋ', '근데', '또', '멍청하게', '주식', '대회', '를', '신청', '하고야', '만', '익', '4', '...', '아무', '것', '도', '안', '하면', '내', '가', '1등', '인가', '!!,', '아니', '뭐', '야', ',', '주식', '강의', '얼', '만', '가요', '선생님', ',', '헉', '내', '가', '주식', '강의', '를', '해도', '되는', '걸까', '!', '하지만', '주식', '인생', 'n', '년', '통틀어', '수익', '을', '낼', '수', '있는', '첫', '번째', '기회', '가', '드디어', '찾아왔는데', '!!,', '아니', '말', '하는거', 'ㅋㅋㅋㅋㅋ', '강의', '몇번', '하셔야', '익절', '가능', '?,', '당장', '오늘', '아침', '만', '해도', '강의', '한', '번', '더', '하라', '고', '계좌', '가', '부추기는데요', ',,,', '글', '재밌다', ',', '감사해요', ',', '아니', '아저씬줄', '알았는데', '나', '랑', '같은', '학번', '이었네', '근데', '뭔가', '우울', '우울해', '보이면서도', '돈', '도', '많이', '모았고', '이', '것', '저', '것', '훨씬', '많이', '해봤고', '더', '가치', '있는', '삶', '을', '살', '고', '있는거', '같구나', '여전히', '던져도', '에마', '인게', '가장', '부럽다', ',', '머', '야', '왜', '아저씨', '야', '내', '유우', '머', '가', '그렇게', '늙었나', ',', '이딴', '게', '핫', '게', '?', '감사합니다', '감사합니다', '..,', '만나면', '말', '엄청', '많을거', '같네', 'ㅋㅋ', '난', '말', '하는', '것', '도', '좋아하는데', '듣는것도', '좋아하거든', '근데', '나이', '가', '들고', '후배', '들', '이', '생기', '면', '어색한', '분위기', '에서는', '나이', '많은', '내', '가', '말', '을', '해야', '겠는거야', 'ㅋㅋ', '그래서', '말', '을', '이리', '저리', '하다', '보', '니까', '나도', '모르게', '말', '이', '많은', '사람', '이', '되어가는', '거', '같기도', '하고', '그래', 'ㅋㅋ', '그래서', '때론', '다른', '사람', '말', '을', '좀', '들어야겠다는', '생각', '도', '하면서', '자기', 'pr', '이', '중요하긴', '하니까', '나쁘진', '않겠다는', '생각', '도', '드', '네', '.', '가끔', '이렇게', '생각', '이', '많아지곤', '하면', '시간', '이', '진짜', '후딱', '가', 'ㅋㅋ', '가끔', '시간', '이', '넘', '아까운거', '같기도', '하고', '때론', '이', '게', '재밌기도', '하고', '그러네', 'ㅋㅋ', '난', '시간', '남', '을', '때', '노래방', '가는거', '좋아하는데', '같이', '가도', '좋겟다', '.', '학교', '에', '카이', '코노', '있다고', '했는데', '한번', '도', '못가봣', '네', 'ㅠ', '코로나', '때뭉', '에', '닫았다는데', '왜', '안', '여는지', 'ㅠ', '이제', '는', '그래도', '코로나', '끝나니', '축제', '도', '하규', '좋네', ',', 'ㅋㅋㅋㅋㅋ', '아무', '말', '연습', '이야', '?', '뭔가', '말', '하', '니까', '후련해지는', '기분', '이지', '않냐', '오히려', '생각', '도', '없어', '지구', '아', '글구', '나', '실제', '로', '만나면', '말', '별로', '없을거야', '조용한', '데', '서', '시끄럽고', '시끄러운', '데', '서', '조용한', '이상한', '성격', '이라', '아무튼', '너무', '정성스러운', '댓글', '고마워', ',', '근데', '글', '진짜', '재밌어요', '의식', '의', '흐름', '이', '정말', '취저입니', '다']"
